_id,TOTAL,fechaFactura,Client.DNI,Client.Name,Client.Surname,traficoMinutos
ObjectId(5e13d8e9054a095daa7acc09),22.55,2017-05-03,15790258E,Irineo,Elescano,94
ObjectId(5e13d8e9054a095daa7acc0a),22.55,2017-05-03,15790258E,Irineo,Elescano,88.2
ObjectId(5e13d8e9054a095daa7acc0b),22.55,2017-05-03,15790258E,Irineo,Elescano,103.88
ObjectId(5e13d8e9054a095daa7acc0c),22.55,2017-05-03,15790258E,Irineo,Elescano,87.12
ObjectId(5e13d8e9054a095daa7acc0d),22.55,2017-05-03,15790258E,Irineo,Elescano,106.92
ObjectId(5e13d8e9054a095daa7acc0e),22.55,2017-05-03,15790258E,Irineo,Elescano,89
ObjectId(5e13d8e9054a095daa7acc0f),22.55,2017-05-03,15790258E,Irineo,Elescano,108.9
ObjectId(5e13d8e9054a095daa7acc10),22.55,2017-05-03,15790258E,Irineo,Elescano,140
ObjectId(5e13d8e9054a095daa7acc11),22.55,2017-05-03,15790258E,Irineo,Elescano,87
ObjectId(5e13d8e9054a095daa7acc12),22.55,2017-05-03,15790258E,Irineo,Elescano,98.01
ObjectId(5e13d8e9054a095daa7acc13),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,79.38
ObjectId(5e13d8e9054a095daa7acc14),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,109.75999999999999
ObjectId(5e13d8e9054a095daa7acc15),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,100.98
ObjectId(5e13d8e9054a095daa7acc16),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,84
ObjectId(5e13d8e9054a095daa7acc17),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,120.78
ObjectId(5e13d8e9054a095daa7acc18),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,143.55
ObjectId(5e13d8e9054a095daa7acc19),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,99.96
ObjectId(5e13d8e9054a095daa7acc1a),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,101.92
ObjectId(5e13d8e9054a095daa7acc1b),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,5.44
ObjectId(5e13d8e9054a095daa7acc1c),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,89.1
ObjectId(5e13d8e9054a095daa7acc1d),22.55,2017-05-03,57430462Z,Aurora,Hidalgo,150
ObjectId(5e13d8e9054a095daa7acc1e),16.65,2017-05-03,50747150L,Gundenes,Perea,97
ObjectId(5e13d8e9054a095daa7acc1f),17.6,2017-05-03,30086655X,Paz,Carrera,251
ObjectId(5e13d8e9054a095daa7acc20),17.6,2017-05-03,30086655X,Paz,Carrera,100.94
ObjectId(5e13d8e9054a095daa7acc21),17.6,2017-05-03,30086655X,Paz,Carrera,0.6
ObjectId(5e13d8e9054a095daa7acc22),17.6,2017-05-03,30086655X,Paz,Carrera,81
ObjectId(5e13d8e9054a095daa7acc23),17.6,2017-05-03,30086655X,Paz,Carrera,83.3
ObjectId(5e13d8e9054a095daa7acc24),17.6,2017-05-03,30086655X,Paz,Carrera,1.11
ObjectId(5e13d8e9054a095daa7acc25),22.55,2017-05-03,93245839K,Valentina,Olano,2.4
ObjectId(5e13d8e9054a095daa7acc26),22.55,2017-05-03,93245839K,Valentina,Olano,122
ObjectId(5e13d8e9054a095daa7acc27),22.55,2017-05-03,93245839K,Valentina,Olano,133
ObjectId(5e13d8e9054a095daa7acc28),22.55,2017-05-03,93245839K,Valentina,Olano,112.86
ObjectId(5e13d8e9054a095daa7acc29),22.55,2017-05-03,93245839K,Valentina,Olano,104.86
ObjectId(5e13d8e9054a095daa7acc2a),22.55,2017-05-03,93245839K,Valentina,Olano,102.96
ObjectId(5e13d8e9054a095daa7acc2b),22.55,2017-05-03,93245839K,Valentina,Olano,172
ObjectId(5e13d8e9054a095daa7acc2c),22.55,2017-05-03,93245839K,Valentina,Olano,79.2
ObjectId(5e13d8e9054a095daa7acc2d),22.55,2017-05-03,93245839K,Valentina,Olano,90
ObjectId(5e13d8e9054a095daa7acc2e),22.55,2017-05-03,93245839K,Valentina,Olano,129
ObjectId(5e13d8e9054a095daa7acc2f),22.55,2017-05-03,93245839K,Valentina,Olano,96
ObjectId(5e13d8e9054a095daa7acc30),22.55,2017-05-03,93245839K,Valentina,Olano,87.12
ObjectId(5e13d8e9054a095daa7acc31),17.6,2017-05-03,02615157B,Urania,"[""Matumay"",""Loyola""]",110
ObjectId(5e13d8e9054a095daa7acc32),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,136
ObjectId(5e13d8e9054a095daa7acc33),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,43.12
ObjectId(5e13d8e9054a095daa7acc34),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,122
ObjectId(5e13d8e9054a095daa7acc35),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,4.28
ObjectId(5e13d8e9054a095daa7acc36),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,98
ObjectId(5e13d8e9054a095daa7acc37),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,149.94
ObjectId(5e13d8e9054a095daa7acc38),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,95.06
ObjectId(5e13d8e9054a095daa7acc39),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,105
ObjectId(5e13d8e9054a095daa7acc3a),20.65,2017-05-03,28686994Z,Maria de Covadonga,Moron-Meza,116.62
ObjectId(5e13d8e9054a095daa7acc3b),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,113.85
ObjectId(5e13d8e9054a095daa7acc3c),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,112
ObjectId(5e13d8e9054a095daa7acc3d),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,121.25999999999999
ObjectId(5e13d8e9054a095daa7acc3e),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,95
ObjectId(5e13d8e9054a095daa7acc3f),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,56.99999999999999
ObjectId(5e13d8e9054a095daa7acc40),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,122.76
ObjectId(5e13d8e9054a095daa7acc41),17.6,2017-05-03,59962211S,Maria de la Clemencia,Canales,4.65
ObjectId(5e13d8e9054a095daa7acc42),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",122
ObjectId(5e13d8e9054a095daa7acc43),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",121
ObjectId(5e13d8e9054a095daa7acc44),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",97
ObjectId(5e13d8e9054a095daa7acc45),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",94.05
ObjectId(5e13d8e9054a095daa7acc46),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",100.98
ObjectId(5e13d8e9054a095daa7acc47),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",110.88
ObjectId(5e13d8e9054a095daa7acc48),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",122
ObjectId(5e13d8e9054a095daa7acc49),20.65,2017-05-03,26893124Y,Raul,"[""Sanz"",""Carranza""]",93
ObjectId(5e13d8e9054a095daa7acc4a),18.55,2017-05-03,46425431T,Alejandro,Mondragon,108
ObjectId(5e13d8e9054a095daa7acc4b),18.55,2017-05-03,46425431T,Alejandro,Mondragon,88.2
ObjectId(5e13d8e9054a095daa7acc4c),18.55,2017-05-03,46425431T,Alejandro,Mondragon,112.7
ObjectId(5e13d8e9054a095daa7acc4d),18.55,2017-05-03,46425431T,Alejandro,Mondragon,117.6
ObjectId(5e13d8e9054a095daa7acc4e),18.55,2017-05-03,46425431T,Alejandro,Mondragon,110.88
ObjectId(5e13d8e9054a095daa7acc4f),18.55,2017-05-03,46425431T,Alejandro,Mondragon,99
ObjectId(5e13d8e9054a095daa7acc50),18.55,2017-05-03,46425431T,Alejandro,Mondragon,136.22
ObjectId(5e13d8e9054a095daa7acc51),22.55,2017-05-03,70640741J,Luis,Gomez,93.06
ObjectId(5e13d8e9054a095daa7acc52),22.55,2017-05-03,70640741J,Luis,Gomez,101.92
ObjectId(5e13d8e9054a095daa7acc53),22.55,2017-05-03,70640741J,Luis,Gomez,102.89999999999999
ObjectId(5e13d8e9054a095daa7acc54),22.55,2017-05-03,70640741J,Luis,Gomez,117.6
ObjectId(5e13d8e9054a095daa7acc55),22.55,2017-05-03,70640741J,Luis,Gomez,89.1
ObjectId(5e13d8e9054a095daa7acc56),22.55,2017-05-03,70640741J,Luis,Gomez,113.67999999999999
ObjectId(5e13d8e9054a095daa7acc57),22.55,2017-05-03,70640741J,Luis,Gomez,96
ObjectId(5e13d8e9054a095daa7acc58),22.55,2017-05-03,70640741J,Luis,Gomez,1.21
ObjectId(5e13d8e9054a095daa7acc59),22.55,2017-05-03,70640741J,Luis,Gomez,108.78
ObjectId(5e13d8e9054a095daa7acc5a),22.55,2017-05-03,70640741J,Luis,Gomez,126.42
ObjectId(5e13d8e9054a095daa7acc5b),22.55,2017-05-03,70640741J,Luis,Gomez,83.3
ObjectId(5e13d8e9054a095daa7acc5c),22.55,2017-05-03,70640741J,Luis,Gomez,79.38
ObjectId(5e13d8e9054a095daa7acc5d),12.85,2017-05-03,15097086R,Mario,Collado,85.26
ObjectId(5e13d8e9054a095daa7acc5e),12.85,2017-05-03,15097086R,Mario,Collado,111.72
ObjectId(5e13d8e9054a095daa7acc5f),12.85,2017-05-03,15097086R,Mario,Collado,3.64
ObjectId(5e13d8e9054a095daa7acc60),12.85,2017-05-03,15097086R,Mario,Collado,1.09
ObjectId(5e13d8e9054a095daa7acc61),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,4.12
ObjectId(5e13d8e9054a095daa7acc62),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,93.06
ObjectId(5e13d8e9054a095daa7acc63),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,99.96
ObjectId(5e13d8e9054a095daa7acc64),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,116
ObjectId(5e13d8e9054a095daa7acc65),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,117
ObjectId(5e13d8e9054a095daa7acc66),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,2.72
ObjectId(5e13d8e9054a095daa7acc67),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,9.5
ObjectId(5e13d8e9054a095daa7acc68),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,107.91
ObjectId(5e13d8e9054a095daa7acc69),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,92.07
ObjectId(5e13d8e9054a095daa7acc6a),17.6,2017-05-03,16106782C,Maria de las Angustias,Quino,87.12
ObjectId(5e13d8e9054a095daa7acc6b),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,128
ObjectId(5e13d8e9054a095daa7acc6c),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,107.8
ObjectId(5e13d8e9054a095daa7acc6d),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,59.4
ObjectId(5e13d8e9054a095daa7acc6e),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,8.040000000000001
ObjectId(5e13d8e9054a095daa7acc6f),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,4.68
ObjectId(5e13d8e9054a095daa7acc70),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,120
ObjectId(5e13d8e9054a095daa7acc71),17.8,2017-05-03,93925350C,Cesar Enrique,Ventura,109
ObjectId(5e13d8e9054a095daa7acc72),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",94.08
ObjectId(5e13d8e9054a095daa7acc73),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",150
ObjectId(5e13d8e9054a095daa7acc74),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",80.19
ObjectId(5e13d8e9054a095daa7acc75),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",78.4
ObjectId(5e13d8e9054a095daa7acc76),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",2.34
ObjectId(5e13d8e9054a095daa7acc77),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",2.68
ObjectId(5e13d8e9054a095daa7acc78),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",107.91
ObjectId(5e13d8e9054a095daa7acc79),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",96
ObjectId(5e13d8e9054a095daa7acc7a),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",22.54
ObjectId(5e13d8e9054a095daa7acc7b),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",104.86
ObjectId(5e13d8e9054a095daa7acc7c),19.7,2017-05-03,19204397H,Eva Priscila,"[""Aguirre"",""Fritsch""]",100.94
ObjectId(5e13d8e9054a095daa7acc7d),18.55,2017-05-03,51883429Y,Davanzato,"[""Baquerizo"",""Grijalva""]",92
ObjectId(5e13d8e9054a095daa7acc7e),18.55,2017-05-03,51883429Y,Davanzato,"[""Baquerizo"",""Grijalva""]",111.02000000000001
ObjectId(5e13d8e9054a095daa7acc7f),18.55,2017-05-03,51883429Y,Davanzato,"[""Baquerizo"",""Grijalva""]",115
ObjectId(5e13d8e9054a095daa7acc80),18.55,2017-05-03,51883429Y,Davanzato,"[""Baquerizo"",""Grijalva""]",80.36
ObjectId(5e13d8e9054a095daa7acc81),14.75,2017-05-03,71634913X,Maria de los Reyes,Sanchez,111
ObjectId(5e13d8e9054a095daa7acc82),14.75,2017-05-03,71634913X,Maria de los Reyes,Sanchez,65
ObjectId(5e13d8e9054a095daa7acc83),14.75,2017-05-03,71634913X,Maria de los Reyes,Sanchez,65
ObjectId(5e13d8e9054a095daa7acc84),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",91.14
ObjectId(5e13d8e9054a095daa7acc85),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",113.85
ObjectId(5e13d8e9054a095daa7acc86),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",106
ObjectId(5e13d8e9054a095daa7acc87),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",148.96
ObjectId(5e13d8e9054a095daa7acc88),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",95.06
ObjectId(5e13d8e9054a095daa7acc89),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",5.04
ObjectId(5e13d8e9054a095daa7acc8a),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",2.85
ObjectId(5e13d8e9054a095daa7acc8b),17.6,2017-05-03,17183430S,Celi,"[""Patino"",""Julca""]",98.98
ObjectId(5e13d8e9054a095daa7acc8c),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,87
ObjectId(5e13d8e9054a095daa7acc8d),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,105.84
ObjectId(5e13d8e9054a095daa7acc8e),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,23
ObjectId(5e13d8e9054a095daa7acc8f),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,97.02
ObjectId(5e13d8e9054a095daa7acc90),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,4.65
ObjectId(5e13d8e9054a095daa7acc91),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,94
ObjectId(5e13d8e9054a095daa7acc92),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,107
ObjectId(5e13d8e9054a095daa7acc93),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,81.34
ObjectId(5e13d8e9054a095daa7acc94),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,102
ObjectId(5e13d8e9054a095daa7acc95),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,120.53999999999999
ObjectId(5e13d8e9054a095daa7acc96),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,152
ObjectId(5e13d8e9054a095daa7acc97),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,4.8500000000000005
ObjectId(5e13d8e9054a095daa7acc98),24.45,2017-05-03,04092314Q,Silvia Nuria,Vera,85
ObjectId(5e13d8e9054a095daa7acc99),15.7,2017-05-03,72959912W,Maria de las Angustias,Rodriguez,3.27
ObjectId(5e13d8e9054a095daa7acc9a),15.7,2017-05-03,72959912W,Maria de las Angustias,Rodriguez,102.96
ObjectId(5e13d8e9054a095daa7acc9b),15.7,2017-05-03,72959912W,Maria de las Angustias,Rodriguez,22
ObjectId(5e13d8e9054a095daa7acc9c),20.65,2017-05-03,02733503E,Enrique,Garate,112
ObjectId(5e13d8e9054a095daa7acc9d),20.65,2017-05-03,02733503E,Enrique,Garate,118.8
ObjectId(5e13d8e9054a095daa7acc9e),20.65,2017-05-03,02733503E,Enrique,Garate,99.96
ObjectId(5e13d8e9054a095daa7acc9f),20.65,2017-05-03,02733503E,Enrique,Garate,112
ObjectId(5e13d8e9054a095daa7acca0),20.65,2017-05-03,02733503E,Enrique,Garate,85.14
ObjectId(5e13d8e9054a095daa7acca1),20.65,2017-05-03,02733503E,Enrique,Garate,86.24
ObjectId(5e13d8e9054a095daa7acca2),20.65,2017-05-03,02733503E,Enrique,Garate,2.19
ObjectId(5e13d8e9054a095daa7acca3),20.65,2017-05-03,02733503E,Enrique,Garate,119.56
ObjectId(5e13d8e9054a095daa7acca4),20.65,2017-05-03,02733503E,Enrique,Garate,106
ObjectId(5e13d8e9054a095daa7acca5),16.65,2017-05-03,87807165L,Guendolina,Loyola,2.64
ObjectId(5e13d8e9054a095daa7acca6),16.65,2017-05-03,87807165L,Guendolina,Loyola,149.94
ObjectId(5e13d8e9054a095daa7acca7),16.65,2017-05-03,87807165L,Guendolina,Loyola,107.8
ObjectId(5e13d8e9054a095daa7acca8),16.65,2017-05-03,87807165L,Guendolina,Loyola,0.87
ObjectId(5e13d8e9054a095daa7acca9),16.65,2017-05-03,87807165L,Guendolina,Loyola,78.4
ObjectId(5e13d8e9054a095daa7accaa),16.65,2017-05-03,87807165L,Guendolina,Loyola,67.32
ObjectId(5e13d8e9054a095daa7accab),16.65,2017-05-03,87807165L,Guendolina,Loyola,30.599999999999998
ObjectId(5e13d8e9054a095daa7accac),18.55,2017-05-03,14506754X,Maria del Camino,Gallardo,103
ObjectId(5e13d8e9054a095daa7accad),18.55,2017-05-03,14506754X,Maria del Camino,Gallardo,107
ObjectId(5e13d8e9054a095daa7accae),18.55,2017-05-03,14506754X,Maria del Camino,Gallardo,115.83
ObjectId(5e13d8e9054a095daa7accaf),18.55,2017-05-03,14506754X,Maria del Camino,Gallardo,103
ObjectId(5e13d8e9054a095daa7accb0),18.55,2017-05-03,14506754X,Maria del Camino,Gallardo,96.03
ObjectId(5e13d8e9054a095daa7accb1),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,104
ObjectId(5e13d8e9054a095daa7accb2),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,92
ObjectId(5e13d8e9054a095daa7accb3),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,5.800000000000001
ObjectId(5e13d8e9054a095daa7accb4),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,111
ObjectId(5e13d8e9054a095daa7accb5),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,115.64
ObjectId(5e13d8e9054a095daa7accb6),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,93.06
ObjectId(5e13d8e9054a095daa7accb7),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,2.08
ObjectId(5e13d8e9054a095daa7accb8),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,124
ObjectId(5e13d8e9054a095daa7accb9),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,102
ObjectId(5e13d8e9054a095daa7accba),21.6,2017-05-03,31552675X,Lino,Icaza-Arias,84
ObjectId(5e13d8e9054a095daa7accbb),16.65,2017-05-03,31368456K,Eva Filomena,Pi,129.35999999999999
ObjectId(5e13d8e9054a095daa7accbc),16.65,2017-05-03,31368456K,Eva Filomena,Pi,91
ObjectId(5e13d8e9054a095daa7accbd),16.65,2017-05-03,31368456K,Eva Filomena,Pi,145
ObjectId(5e13d8e9054a095daa7accbe),16.65,2017-05-03,31368456K,Eva Filomena,Pi,77.22
ObjectId(5e13d8e9054a095daa7accbf),16.65,2017-05-03,31368456K,Eva Filomena,Pi,106
ObjectId(5e13d8e9054a095daa7accc0),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",98.98
ObjectId(5e13d8e9054a095daa7accc1),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",119
ObjectId(5e13d8e9054a095daa7accc2),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",86
ObjectId(5e13d8e9054a095daa7accc3),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",44.95
ObjectId(5e13d8e9054a095daa7accc4),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",110.88
ObjectId(5e13d8e9054a095daa7accc5),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",90
ObjectId(5e13d8e9054a095daa7accc6),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",105
ObjectId(5e13d8e9054a095daa7accc7),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",121
ObjectId(5e13d8e9054a095daa7accc8),18.55,2017-05-03,56822729X,Cilistro,"[""Wong"",""Ruiz""]",1.04
ObjectId(5e13d8e9054a095daa7accc9),16.65,2017-05-03,55817403Z,Fco. Tomas,Gomez,87.22
ObjectId(5e13d8e9054a095daa7accca),14.75,2017-05-03,03703020C,Urbano,Tuesta,172.48
ObjectId(5e13d8e9054a095daa7acccb),14.75,2017-05-03,03703020C,Urbano,Tuesta,99
ObjectId(5e13d8e9054a095daa7acccc),14.75,2017-05-03,03703020C,Urbano,Tuesta,5.6000000000000005
ObjectId(5e13d8e9054a095daa7acccd),14.75,2017-05-03,03703020C,Urbano,Tuesta,87.22
ObjectId(5e13d8e9054a095daa7accce),14.75,2017-05-03,03703020C,Urbano,Tuesta,93.1
ObjectId(5e13d8e9054a095daa7acccf),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,60
ObjectId(5e13d8e9054a095daa7accd0),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,86
ObjectId(5e13d8e9054a095daa7accd1),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,115.64
ObjectId(5e13d8e9054a095daa7accd2),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,96.03999999999999
ObjectId(5e13d8e9054a095daa7accd3),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,131.32
ObjectId(5e13d8e9054a095daa7accd4),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,108.9
ObjectId(5e13d8e9054a095daa7accd5),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,102.89999999999999
ObjectId(5e13d8e9054a095daa7accd6),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,81.34
ObjectId(5e13d8e9054a095daa7accd7),21.4,2017-05-03,84549637G,Maria Feliciana,Inga,119
ObjectId(5e13d8e9054a095daa7accd8),12.85,2017-05-03,41054904L,Ginebra,Peceras,4.2
ObjectId(5e13d8e9054a095daa7accd9),12.85,2017-05-03,41054904L,Ginebra,Peceras,128
ObjectId(5e13d8e9054a095daa7accda),12.85,2017-05-03,41054904L,Ginebra,Peceras,92
ObjectId(5e13d8e9054a095daa7accdb),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",93
ObjectId(5e13d8e9054a095daa7accdc),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",130
ObjectId(5e13d8e9054a095daa7accdd),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",121
ObjectId(5e13d8e9054a095daa7accde),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",114
ObjectId(5e13d8e9054a095daa7accdf),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",84
ObjectId(5e13d8e9054a095daa7acce0),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",94.08
ObjectId(5e13d8e9054a095daa7acce1),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",103
ObjectId(5e13d8e9054a095daa7acce2),20.45,2017-05-03,13897269W,Cesar Diego,"[""Gomez"",""Carpio""]",85
ObjectId(5e13d8e9054a095daa7acce3),19.5,2017-05-03,64812563N,Maria del Coral,Grijalva,129.35999999999999
ObjectId(5e13d8e9054a095daa7acce4),19.5,2017-05-03,64812563N,Maria del Coral,Grijalva,92
ObjectId(5e13d8e9054a095daa7acce5),19.5,2017-05-03,64812563N,Maria del Coral,Grijalva,49.14
ObjectId(5e13d8e9054a095daa7acce6),22.35,2017-05-03,13043862X,Ninfodora,Malpartida,174.44
ObjectId(5e13d8e9054a095daa7acce7),16.65,2017-05-03,77018468R,Nicolasa,Yamashiro,129
ObjectId(5e13d8e9054a095daa7acce8),18.75,2017-05-03,15393987H,Francesca,Nadal,105
ObjectId(5e13d8e9054a095daa7acce9),18.75,2017-05-03,15393987H,Francesca,Nadal,97.02
ObjectId(5e13d8e9054a095daa7accea),18.75,2017-05-03,15393987H,Francesca,Nadal,91.14
ObjectId(5e13d8e9054a095daa7acceb),18.75,2017-05-03,15393987H,Francesca,Nadal,111.72
ObjectId(5e13d8e9054a095daa7accec),18.75,2017-05-03,15393987H,Francesca,Nadal,102
ObjectId(5e13d8e9054a095daa7acced),18.75,2017-05-03,15393987H,Francesca,Nadal,75.24
ObjectId(5e13d8e9054a095daa7accee),14.75,2017-05-03,63599529K,Maria de la Anunciacion,�lvarez,3
ObjectId(5e13d8e9054a095daa7accef),14.75,2017-05-03,63599529K,Maria de la Anunciacion,�lvarez,104.94
ObjectId(5e13d8e9054a095daa7accf0),17.6,2017-05-03,49949939B,Alina,Alvarado,4.5600000000000005
ObjectId(5e13d8e9054a095daa7accf1),17.6,2017-05-03,49949939B,Alina,Alvarado,125.44
ObjectId(5e13d8e9054a095daa7accf2),17.6,2017-05-03,49949939B,Alina,Alvarado,97
ObjectId(5e13d8e9054a095daa7accf3),17.6,2017-05-03,49949939B,Alina,Alvarado,1.09
ObjectId(5e13d8e9054a095daa7accf4),17.6,2017-05-03,49949939B,Alina,Alvarado,141
ObjectId(5e13d8e9054a095daa7accf5),14.91,2017-05-03,07202033C,Maria Jesus,Pizarro,97.02
ObjectId(5e13d8e9054a095daa7accf6),14.91,2017-05-03,07202033C,Maria Jesus,Pizarro,107.8
ObjectId(5e13d8e9054a095daa7accf7),14.91,2017-05-03,07202033C,Maria Jesus,Pizarro,99
ObjectId(5e13d8e9054a095daa7accf8),16.65,2017-05-03,78114844J,Luca,Schmitt,58.8
ObjectId(5e13d8e9054a095daa7accf9),16.65,2017-05-03,76485058F,Silvia Carlota,Bocangel,89.17999999999999
ObjectId(5e13d8e9054a095daa7accfa),16.65,2017-05-03,76485058F,Silvia Carlota,Bocangel,120.78
ObjectId(5e13d8e9054a095daa7accfb),16.65,2017-05-03,76485058F,Silvia Carlota,Bocangel,0.9400000000000001
